Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A10029_001,SE_A10029_002,SE_A10029_003,SE_A10029_004,SE_A10029_005,SE_A10029_006,SE_A10029_007,SE_A10029_008,SE_A10029_009
"06037212101","Census Tract 2121.01, Los Angeles County, California","ACSSF","ca","140","00","0004860",,,,,"06","037",,,"212101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212101","Census Tract 2121.01",,,,2694,1443,1436,765,557,114,7,0,7,0
"06037212102","Census Tract 2121.02, Los Angeles County, California","ACSSF","ca","140","00","0004861",,,,,"06","037",,,"212102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212102","Census Tract 2121.02",,,,2574,1188,1148,312,455,381,40,31,9,0
"06037212202","Census Tract 2122.02, Los Angeles County, California","ACSSF","ca","140","00","0004862",,,,,"06","037",,,"212202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212202","Census Tract 2122.02",,,,3258,1249,1238,515,571,152,11,0,0,11
"06037212203","Census Tract 2122.03, Los Angeles County, California","ACSSF","ca","140","00","0004863",,,,,"06","037",,,"212203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212203","Census Tract 2122.03",,,,2577,1500,1474,571,473,430,26,0,16,10
"06037212204","Census Tract 2122.04, Los Angeles County, California","ACSSF","ca","140","00","0004864",,,,,"06","037",,,"212204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212204","Census Tract 2122.04",,,,2948,1271,1271,320,694,257,0,0,0,0
"06037212303","Census Tract 2123.03, Los Angeles County, California","ACSSF","ca","140","00","0004865",,,,,"06","037",,,"212303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212303","Census Tract 2123.03",,,,3941,1618,1599,806,697,96,19,0,19,0
"06037212304","Census Tract 2123.04, Los Angeles County, California","ACSSF","ca","140","00","0004866",,,,,"06","037",,,"212304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212304","Census Tract 2123.04",,,,1602,731,723,279,312,132,8,0,0,8
"06037212305","Census Tract 2123.05, Los Angeles County, California","ACSSF","ca","140","00","0004867",,,,,"06","037",,,"212305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212305","Census Tract 2123.05",,,,2781,945,945,244,594,107,0,0,0,0
"06037212306","Census Tract 2123.06, Los Angeles County, California","ACSSF","ca","140","00","0004868",,,,,"06","037",,,"212306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212306","Census Tract 2123.06",,,,3086,1095,1075,286,629,160,20,0,15,5
"06037212410","Census Tract 2124.10, Los Angeles County, California","ACSSF","ca","140","00","0004869",,,,,"06","037",,,"212410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212410","Census Tract 2124.10",,,,4134,1497,1480,572,696,212,17,5,12,0
"06037212420","Census Tract 2124.20, Los Angeles County, California","ACSSF","ca","140","00","0004870",,,,,"06","037",,,"212420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212420","Census Tract 2124.20",,,,3226,1163,1163,427,552,184,0,0,0,0
"06037212501","Census Tract 2125.01, Los Angeles County, California","ACSSF","ca","140","00","0004871",,,,,"06","037",,,"212501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212501","Census Tract 2125.01",,,,1864,900,900,368,387,145,0,0,0,0
"06037212502","Census Tract 2125.02, Los Angeles County, California","ACSSF","ca","140","00","0004872",,,,,"06","037",,,"212502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212502","Census Tract 2125.02",,,,2785,1323,1311,525,630,156,12,12,0,0
"06037212610","Census Tract 2126.10, Los Angeles County, California","ACSSF","ca","140","00","0004873",,,,,"06","037",,,"212610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212610","Census Tract 2126.10",,,,4046,1808,1714,372,1043,299,94,62,32,0
"06037212620","Census Tract 2126.20, Los Angeles County, California","ACSSF","ca","140","00","0004874",,,,,"06","037",,,"212620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212620","Census Tract 2126.20",,,,3994,1739,1716,434,980,302,23,10,0,13
"06037212701","Census Tract 2127.01, Los Angeles County, California","ACSSF","ca","140","00","0004875",,,,,"06","037",,,"212701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212701","Census Tract 2127.01",,,,2203,796,796,153,395,248,0,0,0,0
"06037212702","Census Tract 2127.02, Los Angeles County, California","ACSSF","ca","140","00","0004876",,,,,"06","037",,,"212702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212702","Census Tract 2127.02",,,,3591,1378,1319,184,820,315,59,0,59,0
"06037212800","Census Tract 2128, Los Angeles County, California","ACSSF","ca","140","00","0004877",,,,,"06","037",,,"212800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212800","Census Tract 2128",,,,3377,1369,1353,189,764,400,16,16,0,0
"06037212900","Census Tract 2129, Los Angeles County, California","ACSSF","ca","140","00","0004878",,,,,"06","037",,,"212900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212900","Census Tract 2129",,,,3945,1440,1374,334,764,276,66,0,47,19
"06037213100","Census Tract 2131, Los Angeles County, California","ACSSF","ca","140","00","0004879",,,,,"06","037",,,"213100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037213100","Census Tract 2131",,,,2922,1033,1033,143,717,173,0,0,0,0
"06037213201","Census Tract 2132.01, Los Angeles County, California","ACSSF","ca","140","00","0004880",,,,,"06","037",,,"213201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037213201","Census Tract 2132.01",,,,4018,1625,1611,391,988,232,14,0,14,0
"06037213202","Census Tract 2132.02, Los Angeles County, California","ACSSF","ca","140","00","0004881",,,,,"06","037",,,"213202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037213202","Census Tract 2132.02",,,,3818,1269,1248,236,663,349,21,0,21,0
"06037213310","Census Tract 2133.10, Los Angeles County, California","ACSSF","ca","140","00","0004882",,,,,"06","037",,,"213310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037213310","Census Tract 2133.10",,,,2536,900,879,291,401,187,21,0,21,0
"06037213320","Census Tract 2133.20, Los Angeles County, California","ACSSF","ca","140","00","0004883",,,,,"06","037",,,"213320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037213320","Census Tract 2133.20",,,,2456,976,976,158,524,294,0,0,0,0
"06037213401","Census Tract 2134.01, Los Angeles County, California","ACSSF","ca","140","00","0004884",,,,,"06","037",,,"213401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037213401","Census Tract 2134.01",,,,4630,1607,1607,396,950,261,0,0,0,0
"06037213402","Census Tract 2134.02, Los Angeles County, California","ACSSF","ca","140","00","0004885",,,,,"06","037",,,"213402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037213402","Census Tract 2134.02",,,,4712,1715,1664,376,1042,246,51,9,30,12
"06037214000","Census Tract 2140, Los Angeles County, California","ACSSF","ca","140","00","0004886",,,,,"06","037",,,"214000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037214000","Census Tract 2140",,,,3953,1259,1259,176,719,364,0,0,0,0
"06037214100","Census Tract 2141, Los Angeles County, California","ACSSF","ca","140","00","0004887",,,,,"06","037",,,"214100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037214100","Census Tract 2141",,,,3532,1676,1676,235,1004,437,0,0,0,0
"06037214400","Census Tract 2144, Los Angeles County, California","ACSSF","ca","140","00","0004888",,,,,"06","037",,,"214400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037214400","Census Tract 2144",,,,3065,1759,1759,732,952,75,0,0,0,0
"06037214501","Census Tract 2145.01, Los Angeles County, California","ACSSF","ca","140","00","0004889",,,,,"06","037",,,"214501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037214501","Census Tract 2145.01",,,,3609,1543,1507,459,908,140,36,0,36,0
"06037214503","Census Tract 2145.03, Los Angeles County, California","ACSSF","ca","140","00","0004890",,,,,"06","037",,,"214503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037214503","Census Tract 2145.03",,,,3273,1431,1418,447,717,254,13,0,13,0
"06037214504","Census Tract 2145.04, Los Angeles County, California","ACSSF","ca","140","00","0004891",,,,,"06","037",,,"214504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037214504","Census Tract 2145.04",,,,3647,1596,1596,777,718,101,0,0,0,0
"06037214505","Census Tract 2145.05, Los Angeles County, California","ACSSF","ca","140","00","0004892",,,,,"06","037",,,"214505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037214505","Census Tract 2145.05",,,,1258,897,897,266,541,90,0,0,0,0
"06037214600","Census Tract 2146, Los Angeles County, California","ACSSF","ca","140","00","0004893",,,,,"06","037",,,"214600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037214600","Census Tract 2146",,,,2273,1211,1164,392,554,218,47,0,23,24
"06037214700","Census Tract 2147, Los Angeles County, California","ACSSF","ca","140","00","0004894",,,,,"06","037",,,"214700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037214700","Census Tract 2147",,,,2307,1141,1141,194,674,273,0,0,0,0
"06037214800","Census Tract 2148, Los Angeles County, California","ACSSF","ca","140","00","0004895",,,,,"06","037",,,"214800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037214800","Census Tract 2148",,,,2653,1418,1370,402,673,295,48,0,0,48
"06037214902","Census Tract 2149.02, Los Angeles County, California","ACSSF","ca","140","00","0004896",,,,,"06","037",,,"214902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037214902","Census Tract 2149.02",,,,2391,1481,1472,685,478,309,9,0,0,9
"06037214903","Census Tract 2149.03, Los Angeles County, California","ACSSF","ca","140","00","0004897",,,,,"06","037",,,"214903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037214903","Census Tract 2149.03",,,,1522,1073,1073,304,569,200,0,0,0,0
"06037214904","Census Tract 2149.04, Los Angeles County, California","ACSSF","ca","140","00","0004898",,,,,"06","037",,,"214904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037214904","Census Tract 2149.04",,,,1340,868,858,225,440,193,10,10,0,0
"06037215101","Census Tract 2151.01, Los Angeles County, California","ACSSF","ca","140","00","0004899",,,,,"06","037",,,"215101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037215101","Census Tract 2151.01",,,,2845,1749,1749,903,746,100,0,0,0,0
"06037215102","Census Tract 2151.02, Los Angeles County, California","ACSSF","ca","140","00","0004900",,,,,"06","037",,,"215102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037215102","Census Tract 2151.02",,,,3110,1952,1952,921,897,134,0,0,0,0
"06037216100","Census Tract 2161, Los Angeles County, California","ACSSF","ca","140","00","0004901",,,,,"06","037",,,"216100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037216100","Census Tract 2161",,,,2003,920,920,126,543,251,0,0,0,0
"06037216201","Census Tract 2162.01, Los Angeles County, California","ACSSF","ca","140","00","0004902",,,,,"06","037",,,"216201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037216201","Census Tract 2162.01",,,,2386,1385,1326,331,933,62,59,37,7,15
"06037216202","Census Tract 2162.02, Los Angeles County, California","ACSSF","ca","140","00","0004903",,,,,"06","037",,,"216202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037216202","Census Tract 2162.02",,,,2564,1372,1338,208,871,259,34,0,34,0
"06037216301","Census Tract 2163.01, Los Angeles County, California","ACSSF","ca","140","00","0004904",,,,,"06","037",,,"216301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037216301","Census Tract 2163.01",,,,1519,627,627,35,265,327,0,0,0,0
"06037216302","Census Tract 2163.02, Los Angeles County, California","ACSSF","ca","140","00","0004905",,,,,"06","037",,,"216302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037216302","Census Tract 2163.02",,,,3009,1644,1644,727,689,228,0,0,0,0
"06037216401","Census Tract 2164.01, Los Angeles County, California","ACSSF","ca","140","00","0004906",,,,,"06","037",,,"216401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037216401","Census Tract 2164.01",,,,3621,1679,1679,621,836,222,0,0,0,0
"06037216402","Census Tract 2164.02, Los Angeles County, California","ACSSF","ca","140","00","0004907",,,,,"06","037",,,"216402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037216402","Census Tract 2164.02",,,,2621,1179,1179,404,518,257,0,0,0,0
"06037216700","Census Tract 2167, Los Angeles County, California","ACSSF","ca","140","00","0004908",,,,,"06","037",,,"216700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037216700","Census Tract 2167",,,,3322,1555,1546,458,803,285,9,0,0,9
"06037216800","Census Tract 2168, Los Angeles County, California","ACSSF","ca","140","00","0004909",,,,,"06","037",,,"216800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037216800","Census Tract 2168",,,,3175,1364,1339,244,860,235,25,0,25,0
"06037216901","Census Tract 2169.01, Los Angeles County, California","ACSSF","ca","140","00","0004910",,,,,"06","037",,,"216901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037216901","Census Tract 2169.01",,,,2624,1311,1275,183,836,256,36,36,0,0
"06037216902","Census Tract 2169.02, Los Angeles County, California","ACSSF","ca","140","00","0004911",,,,,"06","037",,,"216902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037216902","Census Tract 2169.02",,,,2145,1147,1147,294,687,166,0,0,0,0
"06037217001","Census Tract 2170.01, Los Angeles County, California","ACSSF","ca","140","00","0004912",,,,,"06","037",,,"217001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037217001","Census Tract 2170.01",,,,2749,973,973,103,644,226,0,0,0,0
"06037217002","Census Tract 2170.02, Los Angeles County, California","ACSSF","ca","140","00","0004913",,,,,"06","037",,,"217002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037217002","Census Tract 2170.02",,,,4514,1896,1896,456,1015,425,0,0,0,0
"06037217101","Census Tract 2171.01, Los Angeles County, California","ACSSF","ca","140","00","0004914",,,,,"06","037",,,"217101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037217101","Census Tract 2171.01",,,,2820,897,897,146,627,124,0,0,0,0
"06037217102","Census Tract 2171.02, Los Angeles County, California","ACSSF","ca","140","00","0004915",,,,,"06","037",,,"217102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037217102","Census Tract 2171.02",,,,2799,1260,1207,219,711,277,53,0,0,53
"06037217200","Census Tract 2172, Los Angeles County, California","ACSSF","ca","140","00","0004916",,,,,"06","037",,,"217200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037217200","Census Tract 2172",,,,3839,1632,1632,358,866,408,0,0,0,0
"06037218110","Census Tract 2181.10, Los Angeles County, California","ACSSF","ca","140","00","0004917",,,,,"06","037",,,"218110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037218110","Census Tract 2181.10",,,,3562,1268,1268,288,709,271,0,0,0,0
"06037218120","Census Tract 2181.20, Los Angeles County, California","ACSSF","ca","140","00","0004918",,,,,"06","037",,,"218120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037218120","Census Tract 2181.20",,,,3749,1296,1286,386,697,203,10,10,0,0
"06037218210","Census Tract 2182.10, Los Angeles County, California","ACSSF","ca","140","00","0004919",,,,,"06","037",,,"218210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037218210","Census Tract 2182.10",,,,3660,1166,1149,287,718,144,17,0,17,0
"06037218220","Census Tract 2182.20, Los Angeles County, California","ACSSF","ca","140","00","0004920",,,,,"06","037",,,"218220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037218220","Census Tract 2182.20",,,,3848,1386,1366,340,772,254,20,10,0,10
"06037218300","Census Tract 2183, Los Angeles County, California","ACSSF","ca","140","00","0004921",,,,,"06","037",,,"218300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037218300","Census Tract 2183",,,,5863,2314,2215,686,1278,251,99,33,17,49
"06037218400","Census Tract 2184, Los Angeles County, California","ACSSF","ca","140","00","0004922",,,,,"06","037",,,"218400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037218400","Census Tract 2184",,,,4433,1351,1351,343,813,195,0,0,0,0
"06037218500","Census Tract 2185, Los Angeles County, California","ACSSF","ca","140","00","0004923",,,,,"06","037",,,"218500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037218500","Census Tract 2185",,,,2679,972,941,217,532,192,31,5,11,15
"06037218600","Census Tract 2186, Los Angeles County, California","ACSSF","ca","140","00","0004924",,,,,"06","037",,,"218600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037218600","Census Tract 2186",,,,2964,1140,1140,370,600,170,0,0,0,0
"06037218701","Census Tract 2187.01, Los Angeles County, California","ACSSF","ca","140","00","0004925",,,,,"06","037",,,"218701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037218701","Census Tract 2187.01",,,,2117,819,819,173,491,155,0,0,0,0
"06037218702","Census Tract 2187.02, Los Angeles County, California","ACSSF","ca","140","00","0004926",,,,,"06","037",,,"218702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037218702","Census Tract 2187.02",,,,2333,839,839,245,430,164,0,0,0,0
"06037218800","Census Tract 2188, Los Angeles County, California","ACSSF","ca","140","00","0004927",,,,,"06","037",,,"218800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037218800","Census Tract 2188",,,,2591,979,979,168,514,297,0,0,0,0
"06037218900","Census Tract 2189, Los Angeles County, California","ACSSF","ca","140","00","0004928",,,,,"06","037",,,"218900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037218900","Census Tract 2189",,,,5683,2181,2177,726,1094,357,4,0,4,0
"06037219010","Census Tract 2190.10, Los Angeles County, California","ACSSF","ca","140","00","0004929",,,,,"06","037",,,"219010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219010","Census Tract 2190.10",,,,3042,1011,1011,190,541,280,0,0,0,0
"06037219020","Census Tract 2190.20, Los Angeles County, California","ACSSF","ca","140","00","0004930",,,,,"06","037",,,"219020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219020","Census Tract 2190.20",,,,5221,1366,1315,142,877,296,51,18,33,0
"06037219300","Census Tract 2193, Los Angeles County, California","ACSSF","ca","140","00","0004931",,,,,"06","037",,,"219300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219300","Census Tract 2193",,,,3826,1432,1300,291,819,190,132,79,33,20
"06037219500","Census Tract 2195, Los Angeles County, California","ACSSF","ca","140","00","0004932",,,,,"06","037",,,"219500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219500","Census Tract 2195",,,,1930,781,781,54,417,310,0,0,0,0
"06037219700","Census Tract 2197, Los Angeles County, California","ACSSF","ca","140","00","0004933",,,,,"06","037",,,"219700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219700","Census Tract 2197",,,,4473,1315,1285,224,846,215,30,0,30,0
"06037219800","Census Tract 2198, Los Angeles County, California","ACSSF","ca","140","00","0004934",,,,,"06","037",,,"219800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219800","Census Tract 2198",,,,3000,941,934,223,539,172,7,0,5,2
"06037219901","Census Tract 2199.01, Los Angeles County, California","ACSSF","ca","140","00","0004935",,,,,"06","037",,,"219901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219901","Census Tract 2199.01",,,,4693,1514,1514,641,732,141,0,0,0,0
"06037219902","Census Tract 2199.02, Los Angeles County, California","ACSSF","ca","140","00","0004936",,,,,"06","037",,,"219902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219902","Census Tract 2199.02",,,,3307,1082,1082,194,655,233,0,0,0,0
"06037220000","Census Tract 2200, Los Angeles County, California","ACSSF","ca","140","00","0004937",,,,,"06","037",,,"220000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037220000","Census Tract 2200",,,,4472,2117,1955,724,718,513,162,0,102,60
"06037220100","Census Tract 2201, Los Angeles County, California","ACSSF","ca","140","00","0004938",,,,,"06","037",,,"220100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037220100","Census Tract 2201",,,,2508,1064,983,89,664,230,81,0,58,23
"06037221110","Census Tract 2211.10, Los Angeles County, California","ACSSF","ca","140","00","0004939",,,,,"06","037",,,"221110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221110","Census Tract 2211.10",,,,3539,1069,1069,157,740,172,0,0,0,0
"06037221120","Census Tract 2211.20, Los Angeles County, California","ACSSF","ca","140","00","0004940",,,,,"06","037",,,"221120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221120","Census Tract 2211.20",,,,3038,794,772,151,500,121,22,22,0,0
"06037221210","Census Tract 2212.10, Los Angeles County, California","ACSSF","ca","140","00","0004941",,,,,"06","037",,,"221210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221210","Census Tract 2212.10",,,,3278,869,846,160,517,169,23,0,7,16
"06037221220","Census Tract 2212.20, Los Angeles County, California","ACSSF","ca","140","00","0004942",,,,,"06","037",,,"221220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221220","Census Tract 2212.20",,,,3126,925,925,147,617,161,0,0,0,0
"06037221302","Census Tract 2213.02, Los Angeles County, California","ACSSF","ca","140","00","0004943",,,,,"06","037",,,"221302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221302","Census Tract 2213.02",,,,3932,1180,1180,141,866,173,0,0,0,0
"06037221303","Census Tract 2213.03, Los Angeles County, California","ACSSF","ca","140","00","0004944",,,,,"06","037",,,"221303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221303","Census Tract 2213.03",,,,2448,703,692,166,454,72,11,0,11,0
"06037221304","Census Tract 2213.04, Los Angeles County, California","ACSSF","ca","140","00","0004945",,,,,"06","037",,,"221304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221304","Census Tract 2213.04",,,,3849,1160,1133,278,691,164,27,15,0,12
"06037221401","Census Tract 2214.01, Los Angeles County, California","ACSSF","ca","140","00","0004946",,,,,"06","037",,,"221401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221401","Census Tract 2214.01",,,,3233,1107,1107,214,519,374,0,0,0,0
