Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A10029_001,SE_A10029_002,SE_A10029_003,SE_A10029_004,SE_A10029_005,SE_A10029_006,SE_A10029_007,SE_A10029_008,SE_A10029_009
"06037203800","Census Tract 2038, Los Angeles County, California","ACSSF","ca","140","00","0004763",,,,,"06","037",,,"203800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203800","Census Tract 2038",,,,4637,1266,1233,228,664,341,33,0,0,33
"06037203900","Census Tract 2039, Los Angeles County, California","ACSSF","ca","140","00","0004764",,,,,"06","037",,,"203900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203900","Census Tract 2039",,,,3181,715,696,91,433,172,19,0,0,19
"06037204110","Census Tract 2041.10, Los Angeles County, California","ACSSF","ca","140","00","0004765",,,,,"06","037",,,"204110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204110","Census Tract 2041.10",,,,3372,837,827,94,506,227,10,10,0,0
"06037204120","Census Tract 2041.20, Los Angeles County, California","ACSSF","ca","140","00","0004766",,,,,"06","037",,,"204120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204120","Census Tract 2041.20",,,,2638,701,701,59,446,196,0,0,0,0
"06037204200","Census Tract 2042, Los Angeles County, California","ACSSF","ca","140","00","0004767",,,,,"06","037",,,"204200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204200","Census Tract 2042",,,,3459,1008,980,179,652,149,28,0,22,6
"06037204300","Census Tract 2043, Los Angeles County, California","ACSSF","ca","140","00","0004768",,,,,"06","037",,,"204300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204300","Census Tract 2043",,,,5357,1335,1335,125,740,470,0,0,0,0
"06037204410","Census Tract 2044.10, Los Angeles County, California","ACSSF","ca","140","00","0004769",,,,,"06","037",,,"204410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204410","Census Tract 2044.10",,,,2633,673,668,118,396,154,5,5,0,0
"06037204420","Census Tract 2044.20, Los Angeles County, California","ACSSF","ca","140","00","0004770",,,,,"06","037",,,"204420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204420","Census Tract 2044.20",,,,3088,864,836,132,598,106,28,14,7,7
"06037204600","Census Tract 2046, Los Angeles County, California","ACSSF","ca","140","00","0004771",,,,,"06","037",,,"204600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204600","Census Tract 2046",,,,4092,1137,1101,161,679,261,36,0,36,0
"06037204700","Census Tract 2047, Los Angeles County, California","ACSSF","ca","140","00","0004772",,,,,"06","037",,,"204700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204700","Census Tract 2047",,,,5224,1241,1241,186,868,187,0,0,0,0
"06037204810","Census Tract 2048.10, Los Angeles County, California","ACSSF","ca","140","00","0004773",,,,,"06","037",,,"204810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204810","Census Tract 2048.10",,,,4947,1357,1346,161,938,247,11,0,11,0
"06037204820","Census Tract 2048.20, Los Angeles County, California","ACSSF","ca","140","00","0004774",,,,,"06","037",,,"204820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204820","Census Tract 2048.20",,,,2242,530,530,103,286,141,0,0,0,0
"06037204910","Census Tract 2049.10, Los Angeles County, California","ACSSF","ca","140","00","0004775",,,,,"06","037",,,"204910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204910","Census Tract 2049.10",,,,3162,950,931,129,591,211,19,0,15,4
"06037204920","Census Tract 2049.20, Los Angeles County, California","ACSSF","ca","140","00","0004776",,,,,"06","037",,,"204920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204920","Census Tract 2049.20",,,,2535,679,679,101,452,126,0,0,0,0
"06037205110","Census Tract 2051.10, Los Angeles County, California","ACSSF","ca","140","00","0004777",,,,,"06","037",,,"205110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037205110","Census Tract 2051.10",,,,3478,851,840,202,522,116,11,0,6,5
"06037205120","Census Tract 2051.20, Los Angeles County, California","ACSSF","ca","140","00","0004778",,,,,"06","037",,,"205120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037205120","Census Tract 2051.20",,,,3641,885,870,190,536,144,15,11,0,4
"06037206010","Census Tract 2060.10, Los Angeles County, California","ACSSF","ca","140","00","0004779",,,,,"06","037",,,"206010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206010","Census Tract 2060.10",,,,3864,1474,1437,253,983,201,37,0,0,37
"06037206020","Census Tract 2060.20, Los Angeles County, California","ACSSF","ca","140","00","0004780",,,,,"06","037",,,"206020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206020","Census Tract 2060.20",,,,10614,262,262,156,94,12,0,0,0,0
"06037206050","Census Tract 2060.50, Los Angeles County, California","ACSSF","ca","140","00","0004781",,,,,"06","037",,,"206050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206050","Census Tract 2060.50",,,,2194,805,797,126,315,356,8,0,0,8
"06037206051","Census Tract 2060.51, Los Angeles County, California","ACSSF","ca","140","00","0004782",,,,,"06","037",,,"206051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206051","Census Tract 2060.51",,,,1197,796,759,224,468,67,37,0,0,37
"06037206052","Census Tract 2060.52, Los Angeles County, California","ACSSF","ca","140","00","0004783",,,,,"06","037",,,"206052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206052","Census Tract 2060.52",,,,3065,1787,1787,1055,704,28,0,0,0,0
"06037206053","Census Tract 2060.53, Los Angeles County, California","ACSSF","ca","140","00","0004784",,,,,"06","037",,,"206053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206053","Census Tract 2060.53",,,,2973,1156,1125,223,476,426,31,0,0,31
"06037206054","Census Tract 2060.54, Los Angeles County, California","ACSSF","ca","140","00","0004785",,,,,"06","037",,,"206054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206054","Census Tract 2060.54",,,,2397,628,628,181,361,86,0,0,0,0
"06037206201","Census Tract 2062.01, Los Angeles County, California","ACSSF","ca","140","00","0004786",,,,,"06","037",,,"206201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206201","Census Tract 2062.01",,,,2134,1203,1203,423,576,204,0,0,0,0
"06037206202","Census Tract 2062.02, Los Angeles County, California","ACSSF","ca","140","00","0004787",,,,,"06","037",,,"206202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206202","Census Tract 2062.02",,,,1839,1225,1190,144,522,524,35,0,22,13
"06037206301","Census Tract 2063.01, Los Angeles County, California","ACSSF","ca","140","00","0004788",,,,,"06","037",,,"206301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206301","Census Tract 2063.01",,,,1819,1063,923,46,636,241,140,0,51,89
"06037206302","Census Tract 2063.02, Los Angeles County, California","ACSSF","ca","140","00","0004789",,,,,"06","037",,,"206302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206302","Census Tract 2063.02",,,,1822,631,616,29,493,94,15,0,15,0
"06037206303","Census Tract 2063.03, Los Angeles County, California","ACSSF","ca","140","00","0004790",,,,,"06","037",,,"206303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206303","Census Tract 2063.03",,,,2430,629,563,113,378,72,66,0,66,0
"06037207101","Census Tract 2071.01, Los Angeles County, California","ACSSF","ca","140","00","0004791",,,,,"06","037",,,"207101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207101","Census Tract 2071.01",,,,4054,1670,1641,780,520,341,29,0,0,29
"06037207102","Census Tract 2071.02, Los Angeles County, California","ACSSF","ca","140","00","0004792",,,,,"06","037",,,"207102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207102","Census Tract 2071.02",,,,3103,1406,1325,331,585,409,81,0,0,81
"06037207103","Census Tract 2071.03, Los Angeles County, California","ACSSF","ca","140","00","0004793",,,,,"06","037",,,"207103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207103","Census Tract 2071.03",,,,2055,903,883,161,449,273,20,0,0,20
"06037207303","Census Tract 2073.03, Los Angeles County, California","ACSSF","ca","140","00","0004794",,,,,"06","037",,,"207303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207303","Census Tract 2073.03",,,,2242,1722,1669,592,745,332,53,14,0,39
"06037207304","Census Tract 2073.04, Los Angeles County, California","ACSSF","ca","140","00","0004795",,,,,"06","037",,,"207304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207304","Census Tract 2073.04",,,,2101,1673,1673,487,945,241,0,0,0,0
"06037207305","Census Tract 2073.05, Los Angeles County, California","ACSSF","ca","140","00","0004796",,,,,"06","037",,,"207305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207305","Census Tract 2073.05",,,,717,568,568,320,248,0,0,0,0,0
"06037207306","Census Tract 2073.06, Los Angeles County, California","ACSSF","ca","140","00","0004797",,,,,"06","037",,,"207306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207306","Census Tract 2073.06",,,,1978,1422,1361,585,723,53,61,0,16,45
"06037207307","Census Tract 2073.07, Los Angeles County, California","ACSSF","ca","140","00","0004798",,,,,"06","037",,,"207307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207307","Census Tract 2073.07",,,,1461,1161,974,413,525,36,187,149,38,0
"06037207308","Census Tract 2073.08, Los Angeles County, California","ACSSF","ca","140","00","0004799",,,,,"06","037",,,"207308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207308","Census Tract 2073.08",,,,1288,802,802,285,488,29,0,0,0,0
"06037207400","Census Tract 2074, Los Angeles County, California","ACSSF","ca","140","00","0004800",,,,,"06","037",,,"207400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207400","Census Tract 2074",,,,2122,734,734,412,233,89,0,0,0,0
"06037207501","Census Tract 2075.01, Los Angeles County, California","ACSSF","ca","140","00","0004801",,,,,"06","037",,,"207501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207501","Census Tract 2075.01",,,,2022,1241,1241,472,655,114,0,0,0,0
"06037207502","Census Tract 2075.02, Los Angeles County, California","ACSSF","ca","140","00","0004802",,,,,"06","037",,,"207502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207502","Census Tract 2075.02",,,,3317,2385,2260,548,562,1150,125,0,0,125
"06037207711","Census Tract 2077.11, Los Angeles County, California","ACSSF","ca","140","00","0004803",,,,,"06","037",,,"207711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207711","Census Tract 2077.11",,,,1881,1337,1337,556,737,44,0,0,0,0
"06037207712","Census Tract 2077.12, Los Angeles County, California","ACSSF","ca","140","00","0004804",,,,,"06","037",,,"207712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207712","Census Tract 2077.12",,,,3947,2730,2712,1404,826,482,18,0,18,0
"06037207901","Census Tract 2079.01, Los Angeles County, California","ACSSF","ca","140","00","0004805",,,,,"06","037",,,"207901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207901","Census Tract 2079.01",,,,2991,1793,1774,815,793,166,19,0,19,0
"06037207902","Census Tract 2079.02, Los Angeles County, California","ACSSF","ca","140","00","0004806",,,,,"06","037",,,"207902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207902","Census Tract 2079.02",,,,6236,3928,3826,2146,1667,13,102,23,79,0
"06037208001","Census Tract 2080.01, Los Angeles County, California","ACSSF","ca","140","00","0004807",,,,,"06","037",,,"208001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208001","Census Tract 2080.01",,,,2248,1132,1132,535,578,19,0,0,0,0
"06037208002","Census Tract 2080.02, Los Angeles County, California","ACSSF","ca","140","00","0004808",,,,,"06","037",,,"208002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208002","Census Tract 2080.02",,,,4545,1262,1262,413,719,130,0,0,0,0
"06037208301","Census Tract 2083.01, Los Angeles County, California","ACSSF","ca","140","00","0004809",,,,,"06","037",,,"208301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208301","Census Tract 2083.01",,,,2068,575,575,188,332,55,0,0,0,0
"06037208302","Census Tract 2083.02, Los Angeles County, California","ACSSF","ca","140","00","0004810",,,,,"06","037",,,"208302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208302","Census Tract 2083.02",,,,5007,1787,1733,559,899,275,54,17,19,18
"06037208401","Census Tract 2084.01, Los Angeles County, California","ACSSF","ca","140","00","0004811",,,,,"06","037",,,"208401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208401","Census Tract 2084.01",,,,4217,1437,1428,380,663,385,9,0,0,9
"06037208402","Census Tract 2084.02, Los Angeles County, California","ACSSF","ca","140","00","0004812",,,,,"06","037",,,"208402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208402","Census Tract 2084.02",,,,2856,840,831,172,492,167,9,9,0,0
"06037208501","Census Tract 2085.01, Los Angeles County, California","ACSSF","ca","140","00","0004813",,,,,"06","037",,,"208501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208501","Census Tract 2085.01",,,,2590,850,850,226,476,148,0,0,0,0
"06037208502","Census Tract 2085.02, Los Angeles County, California","ACSSF","ca","140","00","0004814",,,,,"06","037",,,"208502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208502","Census Tract 2085.02",,,,3993,1464,1464,329,795,340,0,0,0,0
"06037208610","Census Tract 2086.10, Los Angeles County, California","ACSSF","ca","140","00","0004815",,,,,"06","037",,,"208610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208610","Census Tract 2086.10",,,,4382,1515,1484,347,929,208,31,0,20,11
"06037208620","Census Tract 2086.20, Los Angeles County, California","ACSSF","ca","140","00","0004816",,,,,"06","037",,,"208620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208620","Census Tract 2086.20",,,,4010,1536,1520,581,674,265,16,0,16,0
"06037208710","Census Tract 2087.10, Los Angeles County, California","ACSSF","ca","140","00","0004817",,,,,"06","037",,,"208710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208710","Census Tract 2087.10",,,,4846,2072,2065,549,1091,425,7,0,7,0
"06037208720","Census Tract 2087.20, Los Angeles County, California","ACSSF","ca","140","00","0004818",,,,,"06","037",,,"208720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208720","Census Tract 2087.20",,,,3602,1499,1434,452,771,211,65,28,37,0
"06037208801","Census Tract 2088.01, Los Angeles County, California","ACSSF","ca","140","00","0004819",,,,,"06","037",,,"208801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208801","Census Tract 2088.01",,,,3198,1369,1240,465,554,221,129,0,58,71
"06037208802","Census Tract 2088.02, Los Angeles County, California","ACSSF","ca","140","00","0004820",,,,,"06","037",,,"208802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208802","Census Tract 2088.02",,,,2864,1495,1448,415,783,250,47,26,21,0
"06037208902","Census Tract 2089.02, Los Angeles County, California","ACSSF","ca","140","00","0004821",,,,,"06","037",,,"208902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208902","Census Tract 2089.02",,,,2529,688,688,207,451,30,0,0,0,0
"06037208903","Census Tract 2089.03, Los Angeles County, California","ACSSF","ca","140","00","0004822",,,,,"06","037",,,"208903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208903","Census Tract 2089.03",,,,3758,1090,1071,318,619,134,19,19,0,0
"06037208904","Census Tract 2089.04, Los Angeles County, California","ACSSF","ca","140","00","0004823",,,,,"06","037",,,"208904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208904","Census Tract 2089.04",,,,4197,1373,1320,189,790,341,53,0,33,20
"06037209103","Census Tract 2091.03, Los Angeles County, California","ACSSF","ca","140","00","0004824",,,,,"06","037",,,"209103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209103","Census Tract 2091.03",,,,3797,1112,1112,263,742,107,0,0,0,0
"06037209104","Census Tract 2091.04, Los Angeles County, California","ACSSF","ca","140","00","0004825",,,,,"06","037",,,"209104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209104","Census Tract 2091.04",,,,2489,967,927,200,470,257,40,7,22,11
"06037209105","Census Tract 2091.05, Los Angeles County, California","ACSSF","ca","140","00","0004826",,,,,"06","037",,,"209105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209105","Census Tract 2091.05",,,,3496,1029,1001,294,409,298,28,0,28,0
"06037209106","Census Tract 2091.06, Los Angeles County, California","ACSSF","ca","140","00","0004827",,,,,"06","037",,,"209106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209106","Census Tract 2091.06",,,,2382,1194,1194,556,450,188,0,0,0,0
"06037209201","Census Tract 2092.01, Los Angeles County, California","ACSSF","ca","140","00","0004828",,,,,"06","037",,,"209201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209201","Census Tract 2092.01",,,,3036,1831,1831,810,954,67,0,0,0,0
"06037209202","Census Tract 2092.02, Los Angeles County, California","ACSSF","ca","140","00","0004829",,,,,"06","037",,,"209202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209202","Census Tract 2092.02",,,,1621,562,541,236,296,9,21,0,21,0
"06037209300","Census Tract 2093, Los Angeles County, California","ACSSF","ca","140","00","0004830",,,,,"06","037",,,"209300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209300","Census Tract 2093",,,,4619,2125,1994,697,1184,113,131,43,79,9
"06037209401","Census Tract 2094.01, Los Angeles County, California","ACSSF","ca","140","00","0004831",,,,,"06","037",,,"209401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209401","Census Tract 2094.01",,,,3956,1547,1464,350,762,352,83,0,49,34
"06037209402","Census Tract 2094.02, Los Angeles County, California","ACSSF","ca","140","00","0004832",,,,,"06","037",,,"209402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209402","Census Tract 2094.02",,,,4062,1193,1123,422,537,164,70,34,36,0
"06037209403","Census Tract 2094.03, Los Angeles County, California","ACSSF","ca","140","00","0004833",,,,,"06","037",,,"209403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209403","Census Tract 2094.03",,,,4420,1492,1420,292,626,502,72,0,63,9
"06037209510","Census Tract 2095.10, Los Angeles County, California","ACSSF","ca","140","00","0004834",,,,,"06","037",,,"209510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209510","Census Tract 2095.10",,,,2946,966,958,287,540,131,8,8,0,0
"06037209520","Census Tract 2095.20, Los Angeles County, California","ACSSF","ca","140","00","0004835",,,,,"06","037",,,"209520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209520","Census Tract 2095.20",,,,2678,929,912,340,530,42,17,6,11,0
"06037209810","Census Tract 2098.10, Los Angeles County, California","ACSSF","ca","140","00","0004836",,,,,"06","037",,,"209810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209810","Census Tract 2098.10",,,,2646,743,735,186,423,126,8,0,8,0
"06037209820","Census Tract 2098.20, Los Angeles County, California","ACSSF","ca","140","00","0004837",,,,,"06","037",,,"209820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209820","Census Tract 2098.20",,,,2741,782,767,140,501,126,15,0,15,0
"06037210010","Census Tract 2100.10, Los Angeles County, California","ACSSF","ca","140","00","0004838",,,,,"06","037",,,"210010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037210010","Census Tract 2100.10",,,,3336,1266,1238,265,637,336,28,0,9,19
"06037211000","Census Tract 2110, Los Angeles County, California","ACSSF","ca","140","00","0004839",,,,,"06","037",,,"211000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211000","Census Tract 2110",,,,5204,2002,2002,433,1020,549,0,0,0,0
"06037211121","Census Tract 2111.21, Los Angeles County, California","ACSSF","ca","140","00","0004840",,,,,"06","037",,,"211121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211121","Census Tract 2111.21",,,,2228,899,899,338,438,123,0,0,0,0
"06037211122","Census Tract 2111.22, Los Angeles County, California","ACSSF","ca","140","00","0004841",,,,,"06","037",,,"211122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211122","Census Tract 2111.22",,,,2750,1072,1072,397,561,114,0,0,0,0
"06037211123","Census Tract 2111.23, Los Angeles County, California","ACSSF","ca","140","00","0004842",,,,,"06","037",,,"211123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211123","Census Tract 2111.23",,,,1513,891,891,404,421,66,0,0,0,0
"06037211124","Census Tract 2111.24, Los Angeles County, California","ACSSF","ca","140","00","0004843",,,,,"06","037",,,"211124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211124","Census Tract 2111.24",,,,4292,2052,2029,543,1012,474,23,0,23,0
"06037211201","Census Tract 2112.01, Los Angeles County, California","ACSSF","ca","140","00","0004844",,,,,"06","037",,,"211201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211201","Census Tract 2112.01",,,,2602,1034,1024,311,594,119,10,0,0,10
"06037211202","Census Tract 2112.02, Los Angeles County, California","ACSSF","ca","140","00","0004845",,,,,"06","037",,,"211202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211202","Census Tract 2112.02",,,,2334,896,885,213,509,163,11,0,11,0
"06037211310","Census Tract 2113.10, Los Angeles County, California","ACSSF","ca","140","00","0004846",,,,,"06","037",,,"211310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211310","Census Tract 2113.10",,,,3507,1346,1336,420,711,205,10,0,10,0
"06037211320","Census Tract 2113.20, Los Angeles County, California","ACSSF","ca","140","00","0004847",,,,,"06","037",,,"211320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211320","Census Tract 2113.20",,,,3399,1246,1207,364,709,134,39,0,15,24
"06037211410","Census Tract 2114.10, Los Angeles County, California","ACSSF","ca","140","00","0004848",,,,,"06","037",,,"211410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211410","Census Tract 2114.10",,,,3017,1078,1042,197,671,174,36,0,21,15
"06037211420","Census Tract 2114.20, Los Angeles County, California","ACSSF","ca","140","00","0004849",,,,,"06","037",,,"211420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211420","Census Tract 2114.20",,,,3451,1314,1314,582,578,154,0,0,0,0
"06037211500","Census Tract 2115, Los Angeles County, California","ACSSF","ca","140","00","0004850",,,,,"06","037",,,"211500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211500","Census Tract 2115",,,,4069,1743,1709,258,1177,274,34,0,6,28
"06037211701","Census Tract 2117.01, Los Angeles County, California","ACSSF","ca","140","00","0004851",,,,,"06","037",,,"211701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211701","Census Tract 2117.01",,,,2563,1128,1110,207,467,436,18,0,0,18
"06037211703","Census Tract 2117.03, Los Angeles County, California","ACSSF","ca","140","00","0004852",,,,,"06","037",,,"211703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211703","Census Tract 2117.03",,,,4589,2063,2063,613,1229,221,0,0,0,0
"06037211704","Census Tract 2117.04, Los Angeles County, California","ACSSF","ca","140","00","0004853",,,,,"06","037",,,"211704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211704","Census Tract 2117.04",,,,2704,1573,1519,381,686,452,54,0,54,0
"06037211802","Census Tract 2118.02, Los Angeles County, California","ACSSF","ca","140","00","0004854",,,,,"06","037",,,"211802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211802","Census Tract 2118.02",,,,4457,2074,2074,869,886,319,0,0,0,0
"06037211803","Census Tract 2118.03, Los Angeles County, California","ACSSF","ca","140","00","0004855",,,,,"06","037",,,"211803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211803","Census Tract 2118.03",,,,3326,1512,1475,535,740,200,37,25,12,0
"06037211804","Census Tract 2118.04, Los Angeles County, California","ACSSF","ca","140","00","0004856",,,,,"06","037",,,"211804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211804","Census Tract 2118.04",,,,3113,1309,1263,294,845,124,46,0,0,46
"06037211910","Census Tract 2119.10, Los Angeles County, California","ACSSF","ca","140","00","0004857",,,,,"06","037",,,"211910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211910","Census Tract 2119.10",,,,4075,1869,1869,625,1037,207,0,0,0,0
"06037211921","Census Tract 2119.21, Los Angeles County, California","ACSSF","ca","140","00","0004858",,,,,"06","037",,,"211921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211921","Census Tract 2119.21",,,,2261,949,931,294,574,63,18,0,0,18
"06037211922","Census Tract 2119.22, Los Angeles County, California","ACSSF","ca","140","00","0004859",,,,,"06","037",,,"211922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211922","Census Tract 2119.22",,,,3674,1346,1346,362,843,141,0,0,0,0
